StudentID,gender,height,religion,major,salary
632987,Male,178,Catholic,Environmental Sciences,48037
644178,Male,174,Catholic,Environmental Sciences,41627
452087,Female,170,Protestant,Political Science,30617
374737,Female,169,Catholic,Mathematics and Statistics,36708
637390,Male,178,Protestant,Economics and Finance,65422
804834,Female,154,Other,Social Sciences,23040
892039,Male,188,Other,Environmental Sciences,38305
696684,Male,176,Protestant,Economics and Finance,71468
486243,Male,181,Catholic,Economics and Finance,36841
410319,Male,189,Protestant,Economics and Finance,48736
519478,Male,168,Catholic,Environmental Sciences,34979
894899,Male,182,Catholic,Mathematics and Statistics,47107
928126,Male,161,Catholic,Economics and Finance,54631
656753,Male,164,Other,Environmental Sciences,41309
230328,Male,170,Orthodox,Biology,56721
900121,Male,178,Other,Mathematics and Statistics,60676
792334,Female,160,Other,Political Science,24395
484480,Female,150,Catholic,Mathematics and Statistics,23867
202267,Female,164,Catholic,Environmental Sciences,33216
242731,Male,177,Other,Economics and Finance,57925
224074,Male,192,Protestant,Political Science,31237
403401,Male,173,Other,Political Science,37748
321581,Female,172,Catholic,Political Science,32943
546482,Male,175,Other,Economics and Finance,50911
837316,Male,170,Protestant,Social Sciences,38484
948092,Female,151,Other,Mathematics and Statistics,40804
567590,Male,177,Protestant,Economics and Finance,57091
933428,Female,172,Catholic,Biology,36218
947410,Male,182,Catholic,Economics and Finance,57906
747054,Male,178,Catholic,Biology,51836
186245,Male,176,Catholic,Economics and Finance,33688
559518,Female,167,Other,Economics and Finance,43039
936921,Male,173,Other,Environmental Sciences,36276
796433,Female,174,Other,Political Science,26124
887121,Male,173,Other,Environmental Sciences,35411
852272,Male,186,Protestant,Social Sciences,37149
270828,Female,172,Catholic,Social Sciences,35841
749377,Female,158,Catholic,Social Sciences,24143
966285,Male,164,Protestant,Social Sciences,35063
530661,Male,186,Catholic,Mathematics and Statistics,64540
741263,Female,176,Other,Social Sciences,28825
862703,Female,172,Other,Political Science,30448
869741,Male,185,Other,Mathematics and Statistics,59885
349393,Female,162,Protestant,Biology,37397
431419,Male,186,Other,Economics and Finance,51401
827698,Male,175,Catholic,Social Sciences,24315
135031,Female,174,Other,Political Science,39205
813705,Male,181,Protestant,Political Science,36856
555776,Male,180,Catholic,Environmental Sciences,36930
857556,Male,176,Protestant,Social Sciences,38083
583767,Female,170,Protestant,Political Science,25608
373120,Female,167,Catholic,Political Science,31494
303723,Male,187,Catholic,Mathematics and Statistics,58081
131435,Male,172,Other,Political Science,44028
777522,Male,171,Catholic,Environmental Sciences,40008
393220,Male,188,Other,Environmental Sciences,42894
240928,Female,169,Other,Economics and Finance,47172
767035,Male,169,Protestant,Mathematics and Statistics,56558
199539,Male,199,Other,Political Science,42177
862492,Male,182,Other,Environmental Sciences,39806
569422,Female,166,Protestant,Mathematics and Statistics,45625
696080,Male,162,Orthodox,Economics and Finance,56535
862277,Male,173,Catholic,Biology,58693
136060,Male,173,Other,Biology,52316
298182,Male,184,Protestant,Economics and Finance,59920
243014,Male,188,Other,Mathematics and Statistics,69351
471913,Male,173,Catholic,Environmental Sciences,36599
380497,Male,175,Catholic,Environmental Sciences,37119
390728,Male,186,Protestant,Biology,42855
753590,Male,170,Protestant,Political Science,23308
576315,Female,168,Other,Biology,42347
813716,Male,168,Muslim,Environmental Sciences,41991
555969,Female,163,Other,Economics and Finance,37275
298125,Male,185,Catholic,Political Science,60996
567950,Male,182,Other,Political Science,42605
650120,Male,186,Catholic,Social Sciences,25592
717974,Male,184,Protestant,Economics and Finance,47858
678552,Male,187,Orthodox,Economics and Finance,58824
490086,Male,188,Other,Mathematics and Statistics,67278
631253,Female,159,Other,Economics and Finance,25351
516155,Female,169,Protestant,Economics and Finance,43667
619443,Male,183,Catholic,Mathematics and Statistics,44691
214450,Male,178,Orthodox,Mathematics and Statistics,52722
795866,Male,176,Catholic,Environmental Sciences,47803
398273,Male,174,Muslim,Political Science,44386
292934,Male,175,Protestant,Mathematics and Statistics,57083
540427,Female,163,Other,Environmental Sciences,32677
389953,Female,159,Orthodox,Political Science,20336
447520,Male,182,Catholic,Environmental Sciences,43282
709085,Female,169,Catholic,Social Sciences,26090
183618,Male,172,Catholic,Biology,75530
239313,Female,159,Catholic,Political Science,33955
743559,Female,174,Other,Mathematics and Statistics,40467
797914,Male,181,Catholic,Biology,36798
529140,Male,172,Catholic,Mathematics and Statistics,46349
547232,Male,182,Catholic,Environmental Sciences,40895
131152,Male,164,Protestant,Political Science,29999
834619,Female,161,Muslim,Economics and Finance,53973
173174,Female,173,Other,Social Sciences,28128
755108,Male,188,Other,Mathematics and Statistics,48450
786879,Male,174,Catholic,Environmental Sciences,39145
718210,Male,173,Protestant,Mathematics and Statistics,53462
640908,Male,175,Muslim,Mathematics and Statistics,44600
671620,Female,170,Muslim,Social Sciences,30281
552687,Female,158,Catholic,Political Science,48667
671968,Male,182,Other,Mathematics and Statistics,55058
205083,Male,178,Other,Environmental Sciences,42310
474060,Male,190,Catholic,Mathematics and Statistics,49115
409254,Male,175,Other,Environmental Sciences,46162
371501,Male,173,Other,Biology,57929
497787,Male,168,Orthodox,Economics and Finance,60676
367500,Female,145,Catholic,Political Science,23649
112656,Female,164,Catholic,Environmental Sciences,37144
812008,Female,160,Catholic,Biology,40189
669750,Male,189,Muslim,Environmental Sciences,45282
199840,Male,176,Protestant,Mathematics and Statistics,50827
594536,Male,171,Catholic,Biology,57560
177802,Male,174,Other,Political Science,40454
704791,Female,154,Catholic,Environmental Sciences,40356
451961,Male,182,Catholic,Environmental Sciences,31608
906704,Female,162,Other,Environmental Sciences,25979
831973,Female,152,Protestant,Biology,38722
962863,Male,193,Catholic,Social Sciences,39124
425362,Female,170,Other,Social Sciences,32195
275978,Male,180,Catholic,Social Sciences,32838
420995,Male,169,Catholic,Economics and Finance,55069
365756,Male,181,Catholic,Political Science,70932
128747,Female,170,Other,Mathematics and Statistics,43191
411343,Male,172,Other,Environmental Sciences,51332
514641,Female,156,Orthodox,Social Sciences,34374
518904,Female,168,Catholic,Social Sciences,28338
941281,Male,186,Catholic,Mathematics and Statistics,61432
602871,Male,167,Catholic,Environmental Sciences,33960
143206,Male,178,Other,Environmental Sciences,45734
429789,Female,162,Other,Social Sciences,30656
166604,Female,156,Other,Social Sciences,23968
513336,Female,176,Other,Social Sciences,33716
756854,Male,187,Catholic,Political Science,55693
925640,Male,179,Catholic,Biology,67230
134229,Female,169,Catholic,Mathematics and Statistics,35106
380644,Male,159,Other,Economics and Finance,52703
158758,Female,157,Catholic,Economics and Finance,46921
312277,Female,169,Other,Social Sciences,25759
822798,Female,162,Muslim,Political Science,27956
416754,Male,188,Other,Social Sciences,49080
554629,Male,192,Catholic,Mathematics and Statistics,43295
385899,Female,148,Other,Political Science,31899
510347,Female,157,Other,Environmental Sciences,30043
648615,Female,148,Catholic,Biology,54590
298512,Male,202,Catholic,Environmental Sciences,36031
830267,Male,185,Catholic,Political Science,37076
797044,Female,157,Other,Biology,34841
564354,Male,166,Protestant,Social Sciences,36758
950063,Female,176,Protestant,Environmental Sciences,29322
406538,Female,170,Orthodox,Biology,48936
350040,Female,156,Other,Political Science,33969
358005,Male,182,Other,Economics and Finance,42593
595769,Female,164,Protestant,Biology,39588
948224,Male,166,Protestant,Political Science,32704
157233,Male,180,Catholic,Mathematics and Statistics,45926
413617,Male,188,Protestant,Biology,57165
473908,Male,182,Catholic,Political Science,43008
387414,Female,174,Protestant,Biology,40905
643124,Male,175,Other,Environmental Sciences,43050
670946,Female,139,Other,Social Sciences,31326
810071,Male,183,Catholic,Environmental Sciences,39160
812628,Male,178,Other,Mathematics and Statistics,57318
288990,Male,174,Orthodox,Mathematics and Statistics,56641
778740,Male,176,Catholic,Environmental Sciences,41611
828818,Female,153,Protestant,Environmental Sciences,24383
513477,Female,157,Protestant,Biology,40779
511445,Female,167,Other,Biology,29855
600853,Male,164,Other,Environmental Sciences,41415
725752,Male,188,Other,Political Science,61664
526145,Female,159,Protestant,Biology,37653
282208,Male,193,Orthodox,Economics and Finance,53065
430350,Female,164,Other,Biology,49621
795087,Male,178,Orthodox,Economics and Finance,63184
290953,Male,173,Catholic,Political Science,28928
186261,Female,160,Catholic,Political Science,34149
111469,Male,188,Catholic,Biology,52452
873076,Female,150,Catholic,Environmental Sciences,31387
350085,Female,160,Other,Political Science,31267
358742,Female,166,Other,Economics and Finance,43025
309827,Female,163,Orthodox,Social Sciences,26098
270572,Female,162,Other,Social Sciences,14709
699675,Male,178,Protestant,Economics and Finance,54851
948736,Male,173,Catholic,Mathematics and Statistics,44700
774391,Male,169,Catholic,Mathematics and Statistics,59879
308642,Male,174,Catholic,Biology,57805
154158,Male,174,Protestant,Environmental Sciences,44812
658578,Male,178,Catholic,Economics and Finance,55083
361025,Male,167,Orthodox,Environmental Sciences,39497
677437,Female,151,Protestant,Economics and Finance,56494
391861,Male,187,Catholic,Social Sciences,29185
255219,Male,174,Other,Political Science,39563
460462,Male,183,Catholic,Environmental Sciences,37947
237621,Male,182,Catholic,Environmental Sciences,42853
862959,Female,162,Catholic,Environmental Sciences,31661
709928,Male,179,Catholic,Mathematics and Statistics,52384
358448,Male,181,Muslim,Mathematics and Statistics,45861
118420,Female,164,Other,Political Science,19481
512220,Male,193,Protestant,Mathematics and Statistics,61616
831252,Female,158,Protestant,Social Sciences,35549
894097,Female,166,Catholic,Economics and Finance,39037
476455,Female,163,Other,Social Sciences,32390
182974,Female,161,Muslim,Social Sciences,34288
641064,Male,183,Catholic,Mathematics and Statistics,52631
563388,Female,154,Other,Biology,48970
380792,Male,179,Catholic,Mathematics and Statistics,45685
854937,Female,161,Catholic,Mathematics and Statistics,43028
112287,Male,176,Protestant,Political Science,46075
978641,Male,176,Other,Biology,46548
258568,Male,169,Catholic,Political Science,41595
153742,Female,165,Other,Economics and Finance,44710
593670,Female,156,Other,Political Science,20223
160166,Male,170,Catholic,Biology,51514
308011,Male,178,Catholic,Biology,52239
809992,Male,186,Catholic,Mathematics and Statistics,49673
367478,Male,168,Other,Environmental Sciences,38075
931476,Male,176,Catholic,Mathematics and Statistics,67379
966520,Male,169,Catholic,Economics and Finance,62038
195357,Female,152,Protestant,Social Sciences,32104
203143,Female,158,Protestant,Economics and Finance,47597
494080,Male,178,Protestant,Mathematics and Statistics,44296
498623,Female,164,Catholic,Political Science,30395
224965,Male,167,Protestant,Economics and Finance,57403
763393,Male,182,Protestant,Economics and Finance,50618
420250,Male,178,Protestant,Economics and Finance,51564
879277,Male,174,Muslim,Economics and Finance,39862
755701,Male,182,Catholic,Biology,49485
591314,Male,182,Catholic,Environmental Sciences,35065
362536,Female,168,Other,Political Science,41239
304227,Male,182,Other,Environmental Sciences,38932
155294,Female,168,Protestant,Biology,42463
509437,Male,182,Other,Mathematics and Statistics,55274
932889,Male,184,Protestant,Mathematics and Statistics,46008
296396,Female,173,Other,Biology,39224
313685,Male,177,Protestant,Economics and Finance,46636
497782,Male,177,Protestant,Economics and Finance,41384
962233,Male,176,Catholic,Political Science,29758
859612,Female,170,Orthodox,Political Science,36283
276165,Male,175,Other,Economics and Finance,59404
577119,Male,171,Catholic,Social Sciences,33831
604937,Male,180,Other,Political Science,35945
764571,Male,180,Protestant,Economics and Finance,69349
199103,Female,171,Other,Political Science,34750
247295,Female,162,Other,Biology,45019
921305,Male,186,Protestant,Environmental Sciences,44984
846834,Female,173,Other,Environmental Sciences,34775
645027,Female,156,Other,Political Science,41274
854188,Male,185,Catholic,Economics and Finance,55861
273444,Male,191,Other,Environmental Sciences,45851
648067,Female,174,Catholic,Social Sciences,34849
632219,Female,142,Muslim,Political Science,29784
323608,Male,167,Orthodox,Economics and Finance,56720
786466,Male,172,Protestant,Political Science,43529
575898,Male,163,Orthodox,Political Science,51908
178668,Male,181,Orthodox,Environmental Sciences,41264
405828,Male,190,Protestant,Economics and Finance,42485
277240,Male,182,Other,Environmental Sciences,43293
308564,Female,164,Catholic,Social Sciences,31507
716460,Female,161,Other,Mathematics and Statistics,40168
929666,Male,173,Catholic,Economics and Finance,50416
129905,Male,179,Catholic,Economics and Finance,48013
613716,Male,181,Other,Social Sciences,41042
390114,Female,158,Catholic,Biology,36683
144673,Male,168,Other,Economics and Finance,42994
246679,Female,158,Protestant,Social Sciences,33966
411602,Male,166,Protestant,Political Science,42407
513397,Male,167,Orthodox,Environmental Sciences,31189
258774,Male,195,Orthodox,Economics and Finance,44782
550820,Male,183,Catholic,Environmental Sciences,38764
691224,Male,178,Orthodox,Political Science,38472
268822,Male,191,Catholic,Economics and Finance,41029
640129,Male,182,Protestant,Biology,55192
988309,Male,193,Other,Environmental Sciences,35713
926192,Male,180,Other,Economics and Finance,51207
941786,Male,200,Catholic,Social Sciences,41981
210741,Female,156,Other,Political Science,34686
746550,Male,184,Catholic,Economics and Finance,53988
322064,Female,148,Protestant,Economics and Finance,35834
647319,Female,172,Catholic,Biology,31026
303965,Female,162,Catholic,Biology,42996
657088,Female,169,Catholic,Biology,35082
195794,Male,176,Other,Political Science,45853
974202,Female,176,Orthodox,Social Sciences,33566
952909,Male,183,Catholic,Mathematics and Statistics,55939
328026,Female,174,Protestant,Environmental Sciences,33318
387528,Male,180,Other,Mathematics and Statistics,48231
287337,Male,185,Other,Mathematics and Statistics,54595
595874,Female,164,Other,Political Science,23849
955785,Male,179,Catholic,Environmental Sciences,45277
137719,Male,188,Catholic,Biology,43965
835757,Female,172,Protestant,Mathematics and Statistics,35599
902697,Male,160,Catholic,Environmental Sciences,39704
730300,Male,192,Other,Political Science,20511
807518,Male,171,Muslim,Political Science,42065
944446,Male,186,Other,Economics and Finance,55664
632912,Male,188,Orthodox,Political Science,48191
492848,Female,193,Other,Economics and Finance,43142
816730,Male,166,Orthodox,Environmental Sciences,38747
283972,Male,184,Protestant,Economics and Finance,44698
371565,Male,169,Other,Biology,55994
518182,Male,175,Protestant,Environmental Sciences,37967
836456,Male,173,Orthodox,Biology,57029
134081,Male,177,Catholic,Biology,53304
908969,Female,179,Muslim,Mathematics and Statistics,36600
755721,Female,147,Catholic,Political Science,30253
361644,Male,196,Catholic,Political Science,47548
249189,Female,178,Other,Environmental Sciences,26269
202012,Male,195,Other,Biology,49941
211707,Female,162,Muslim,Biology,40860
481222,Male,171,Protestant,Environmental Sciences,38750
394205,Female,164,Protestant,Political Science,31332
937660,Female,166,Other,Social Sciences,36180
468954,Female,165,Other,Social Sciences,25446
866648,Male,167,Protestant,Social Sciences,24695
276036,Male,182,Orthodox,Political Science,44493
851284,Male,173,Protestant,Environmental Sciences,42235
749390,Female,166,Catholic,Environmental Sciences,34319
587073,Female,161,Other,Political Science,30796
901358,Female,166,Catholic,Biology,42018
405680,Male,182,Other,Economics and Finance,42211
480079,Female,147,Other,Social Sciences,24492
535044,Male,171,Orthodox,Environmental Sciences,32207
445020,Female,163,Protestant,Environmental Sciences,33035
908850,Male,182,Catholic,Biology,56318
928424,Male,183,Protestant,Biology,47244
152243,Male,181,Other,Mathematics and Statistics,52084
780968,Male,176,Muslim,Economics and Finance,52876
482355,Female,160,Catholic,Mathematics and Statistics,40964
678169,Female,161,Orthodox,Social Sciences,27456
303490,Male,175,Catholic,Mathematics and Statistics,69521
230192,Female,150,Catholic,Social Sciences,23044
622310,Female,160,Other,Biology,50234
697069,Male,174,Other,Environmental Sciences,44151
485217,Male,174,Catholic,Economics and Finance,49525
915805,Male,173,Protestant,Mathematics and Statistics,50475
922201,Female,168,Catholic,Economics and Finance,43808
492518,Female,148,Catholic,Economics and Finance,36970
254487,Female,172,Catholic,Political Science,32656
639881,Male,186,Other,Economics and Finance,51709
450846,Female,159,Protestant,Biology,48090
948456,Male,190,Protestant,Political Science,41387
935999,Female,159,Catholic,Environmental Sciences,33363
380980,Female,157,Catholic,Environmental Sciences,32489
841076,Female,167,Other,Biology,49111
911287,Female,160,Catholic,Political Science,37810
770459,Male,184,Other,Environmental Sciences,37669
318277,Female,154,Orthodox,Environmental Sciences,31983
384106,Female,167,Catholic,Biology,40593
124588,Female,155,Protestant,Economics and Finance,44827
489114,Male,181,Catholic,Social Sciences,50705
296420,Female,168,Other,Social Sciences,26452
236613,Male,173,Other,Mathematics and Statistics,52857
905296,Female,169,Other,Political Science,37240
699241,Female,160,Protestant,Environmental Sciences,29497
122995,Male,171,Protestant,Biology,54206
350566,Female,156,Catholic,Biology,43819
206009,Male,169,Other,Mathematics and Statistics,48289
805991,Male,195,Other,Economics and Finance,46284
384808,Female,161,Catholic,Biology,41494
671261,Male,173,Catholic,Biology,55485
726681,Female,156,Protestant,Political Science,43868
149540,Female,172,Other,Political Science,34492
186220,Male,180,Catholic,Social Sciences,37259
559035,Male,174,Protestant,Mathematics and Statistics,50318
652907,Female,182,Catholic,Social Sciences,31937
960794,Male,179,Catholic,Mathematics and Statistics,61382
256839,Male,163,Other,Biology,61102
839045,Female,160,Protestant,Environmental Sciences,31539
943880,Male,161,Catholic,Biology,48904
799064,Male,177,Orthodox,Mathematics and Statistics,54456
511204,Male,180,Catholic,Political Science,40136
850877,Male,183,Other,Mathematics and Statistics,51529
320942,Male,184,Protestant,Political Science,54267
874605,Male,173,Orthodox,Social Sciences,32209
385506,Male,175,Catholic,Economics and Finance,52063
815956,Female,164,Other,Political Science,26951
384661,Male,180,Protestant,Social Sciences,40319
316772,Male,172,Other,Social Sciences,37363
894126,Male,178,Other,Environmental Sciences,42789
533968,Male,178,Other,Economics and Finance,50226
131191,Male,178,Orthodox,Economics and Finance,41431
682706,Female,160,Catholic,Social Sciences,33200
117866,Male,173,Muslim,Environmental Sciences,44555
344866,Male,184,Orthodox,Biology,43318
710898,Female,165,Catholic,Economics and Finance,36104
680065,Male,167,Catholic,Mathematics and Statistics,57994
444812,Female,170,Catholic,Political Science,38135
212520,Male,173,Catholic,Mathematics and Statistics,42836
250771,Female,169,Catholic,Environmental Sciences,33901
314391,Male,178,Other,Environmental Sciences,46453
666519,Female,152,Orthodox,Biology,53632
378845,Female,163,Other,Environmental Sciences,33305
253731,Female,159,Other,Environmental Sciences,37804
729441,Female,167,Orthodox,Political Science,33208
328337,Female,174,Protestant,Economics and Finance,41316
493344,Female,149,Other,Political Science,27244
888237,Male,192,Other,Social Sciences,34460
410536,Female,160,Other,Social Sciences,30063
570121,Female,148,Other,Environmental Sciences,31764
558477,Female,154,Catholic,Biology,40093
425631,Male,189,Protestant,Environmental Sciences,39814
335768,Female,169,Other,Social Sciences,31484
169114,Female,165,Protestant,Political Science,29217
982773,Male,181,Catholic,Social Sciences,33354
805375,Male,183,Protestant,Biology,49777
692003,Female,158,Catholic,Biology,35176
394257,Male,181,Orthodox,Environmental Sciences,37008
534172,Male,177,Other,Environmental Sciences,36305
894127,Female,168,Other,Social Sciences,27632
685552,Female,167,Other,Environmental Sciences,38400
902110,Male,180,Protestant,Environmental Sciences,39300
692008,Female,169,Other,Political Science,35508
747829,Female,179,Other,Environmental Sciences,30619
602560,Female,156,Catholic,Political Science,39711
